,AAA Organization Name,AAA Year Found,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,cytotalproffndrsngexpnsamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Common Threads,2017,"Common Threads connects kids to healthy food in the garden, in the kitchen, and at the table. We want kids to grow up making food choices that are good for their bodies, communities, and environment.",8,8,4,100,0,0,140489,59086,0,782,0,805,0,201162,0,0,0,0,0,0,0,0,150801,0,150801,0,50361,189875,244858,5033,9655,184842,235203
0,Common Threads,2016,COMMON THREADS FAMILY RESOURCE CENTER'S MISSION IS TO ENHANCE THE DEVELOPMENT OF CHILDREN WITH AUTISM SPECTRUM DISORDERS AND TO PROVIDE THEIR FAMILIES WITH SUPPORT AND DIRECTION.,3,3,43,4,0,44907,31493,1560087,0,0,-4288,0,1327260,1591580,0,0,0,978255,1224764,0,36906,216588,243681,1194843,1468445,132417,123135,995915,1004419,774735,660104,221180,344315
0,Common Threads,2016,COMMON THREADS FAMILY RESOURCE CENTER'S MISSION IS TO ENHANCE THE DEVELOPMENT OF CHILDREN WITH AUTISM SPECTRUM DISORDERS AND TO PROVIDE THEIR FAMILIES WITH SUPPORT AND DIRECTION.,3,3,43,4,0,44907,31493,1560087,0,0,-4288,0,1327260,1591580,0,0,0,978255,1224764,0,36906,216588,243681,1194843,1468445,132417,123135,995915,1004419,774735,660104,221180,344315
0,Common Threads,2015,COMMON THREADS FAMILY RESOURCE CENTER'S MISSION IS TO ENHANCE THE DEVELOPMENT OF CHILDREN WITH AUTISM SPECTRUM DISORDERS AND TO PROVIDE THEIR FAMILIES WITH SUPPORT AND DIRECTION.,3,3,38,5,0,10454,44907,1286641,0,0,0,-4288,1025241,1327260,0,0,0,747233,978255,0,32037,173148,216588,920381,1194843,104860,132417,654217,995915,565454,774735,88763,221180
0,Common Threads,2015,COMMON THREADS FAMILY RESOURCE CENTER'S MISSION IS TO ENHANCE THE DEVELOPMENT OF CHILDREN WITH AUTISM SPECTRUM DISORDERS AND TO PROVIDE THEIR FAMILIES WITH SUPPORT AND DIRECTION.,3,3,38,5,0,10454,44907,1286641,0,0,0,-4288,1025241,1327260,0,0,0,747233,978255,0,32037,173148,216588,920381,1194843,104860,132417,654217,995915,565454,774735,88763,221180
0,Community Services Foundation,2018,"RICHMOND COMMUNITY SERVICES, FOUNDATION, INC. PROMOTES AND SUPPORTS MISSIONS OF ITS AFFILIATED ORGANIZATION, RICHMOND CHILDREN'S CENTER, INC. (D/B/A RICHMOND COMMUNITY SERVICES).",6,6,0,46,0,197860,223671,0,71065,23133,0,0,268925,246804,81320,145774,0,0,0,0,112140,113090,138704,194410,284478,74515,-37674,1118618,1289228,823154,990101,295464,299127
0,Community Services Foundation,2018,"RICHMOND COMMUNITY SERVICES, FOUNDATION, INC. PROMOTES AND SUPPORTS MISSIONS OF ITS AFFILIATED ORGANIZATION, RICHMOND CHILDREN'S CENTER, INC. (D/B/A RICHMOND COMMUNITY SERVICES).",6,6,0,46,0,197860,223671,0,71065,23133,0,0,268925,246804,81320,145774,0,0,0,0,112140,113090,138704,194410,284478,74515,-37674,1118618,1289228,823154,990101,295464,299127
0,Community Services Foundation,2017,"ENHANCE SERVICES AND RESOURCES TO THE COMMUNITY THROUGH THE SPONSORSHIP OF PROGRAMS, ACTIVITIES AND EVENTS IN AND AROUND THE SIENNA PLANTATION COMMUNITY. ALL RESIDENTS OF THE SIENNA PLANTATION COMMUNITY BENEFIT FROM THE FUNDS.",5,5,0,9,0,0,0,1060328,1542,1521,0,0,771931,1061849,0,0,0,0,0,0,0,863211,1031739,863211,1031739,-91280,30110,919721,1351132,1983,403284,917738,947848
0,Community Services Foundation,2017,"ENHANCE SERVICES AND RESOURCES TO THE COMMUNITY THROUGH THE SPONSORSHIP OF PROGRAMS, ACTIVITIES AND EVENTS IN AND AROUND THE SIENNA PLANTATION COMMUNITY. ALL RESIDENTS OF THE SIENNA PLANTATION COMMUNITY BENEFIT FROM THE FUNDS.",5,5,0,9,0,0,0,1060328,1542,1521,0,0,771931,1061849,0,0,0,0,0,0,0,863211,1031739,863211,1031739,-91280,30110,919721,1351132,1983,403284,917738,947848
0,Community Services Foundation,2016,"TO ACQUIRE, CONSTRUCT, DEVELOP, AND OPERATE AFFORDABLE HOUSING FOR FAMILIES AND THE ELDERLY.",4,3,0,0,0,HEADERFILL-NULL,15000,0,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,15000,HEADERFILL-NULL,0,0,HEADERFILL-NULL,0,0,0,HEADERFILL-NULL,10548,HEADERFILL-NULL,10548,HEADERFILL-NULL,4452,HEADERFILL-NULL,4452,HEADERFILL-NULL,0,HEADERFILL-NULL,4452
0,Community Services Foundation,2016,"TO ACQUIRE, CONSTRUCT, DEVELOP, AND OPERATE AFFORDABLE HOUSING FOR FAMILIES AND THE ELDERLY.",4,3,0,0,0,HEADERFILL-NULL,15000,0,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,15000,HEADERFILL-NULL,0,0,HEADERFILL-NULL,0,0,0,HEADERFILL-NULL,10548,HEADERFILL-NULL,10548,HEADERFILL-NULL,4452,HEADERFILL-NULL,4452,HEADERFILL-NULL,0,HEADERFILL-NULL,4452
0,Community Services Foundation,2015,"PEAK COMMUNITY SERVICES FOUNDATION, INC. IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCATIONAL, AND SCIENTIFIC PURPOSES, INCLUDING, FOR SUCH PURPOSES, THE MAKING OF DISTRIBUTIONS TO -SEE SCHEDULE O.",8,8,0,8,0,2634,441,0,37121,66502,HEADERFILL-NULL,0,39755,66943,6500,1500,0,HEADERFILL-NULL,0,0,0,9572,19380,16072,20880,23683,46063,1889907,2064388,935,683,1888972,2063705
0,Community Services Foundation,2015,"PEAK COMMUNITY SERVICES FOUNDATION, INC. IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCATIONAL, AND SCIENTIFIC PURPOSES, INCLUDING, FOR SUCH PURPOSES, THE MAKING OF DISTRIBUTIONS TO -SEE SCHEDULE O.",8,8,0,8,0,2634,441,0,37121,66502,HEADERFILL-NULL,0,39755,66943,6500,1500,0,HEADERFILL-NULL,0,0,0,9572,19380,16072,20880,23683,46063,1889907,2064388,935,683,1888972,2063705
0,Crittenton Services of Greater Washington,2018,"CRITTENTON SERVICES OF GREATER WASHINGTON IS A POSITIVE YOUTH DEVELOPMENT ORGANIZATION WITH A SINGULAR FOCUS-STRENGTHENING THE ABILITY OF TEEN WOMEN TO IDENTIFY, EMBRACE, AND ACHIEVE THEIR ACADEMIC, CAREER, AND LIFE GOALS DRAWING ON A 125-YEAR HISTORY OF WORKING WITH TEEN WOMEN, CRITTENTON DEVELOPS AND DELIVERS COMPREHENSIVE, SCIENCE-BASED PROGRAMS THAT HAVE PRODUCED MEASURABLE RESULTS IN (1) IMPROVING LIFE, WORKFORCE, AND LEADERSHIP SKILLS, (2) PREVENTING TEEN PREGNANCY, STI, AND HIV, AND (3) PREPARING TEENS FOR COLLEGE AND MEANINGFUL CAREERS.",9,9,12,46,0,348203,393927,835011,103096,271757,0,0,1015001,1500695,0,0,0,560265,649011,0,204774,496312,665382,1056577,1314393,-41576,186302,2031140,2011415,577239,524634,1453901,1486781
0,Crittenton Services of Greater Washington,2017,"CRITTENTON SERVICES OF GREATER WASHINGTON IS A POSITIVE YOUTH DEVELOPMENT ORGANIZATION WITH A SINGULAR FOCUS-STRENGTHENING THE ABILITY OF TEEN WOMEN TO IDENTIFY, EMBRACE, AND ACHIEVE THEIR ACADEMIC, CAREER, AND LIFE GOALS DRAWING ON A 125-YEAR HISTORY OF WORKING WITH TEEN WOMEN, CRITTENTON DEVELOPS AND DELIVERS COMPREHENSIVE, SCIENCE-BASED PROGRAMS THAT HAVE PRODUCED MEASURABLE RESULTS IN (1) IMPROVING LIFE, WORKFORCE, AND LEADERSHIP SKILLS, (2) PREVENTING TEEN PREGNANCY, STI, AND HIV, AND (3) PREPARING TEENS FOR COLLEGE AND MEANINGFUL CAREERS.",9,9,11,30,0,356483,348203,563702,111721,103096,0,0,1030246,1015001,0,0,0,567366,560265,0,157350,390232,496312,957598,1056577,72648,-41576,2017277,2031140,520055,577239,1497222,1453901
0,Crittenton Services of Greater Washington,2016,"CRITTENTON SERVICES OF GREATER WASHINGTON IS A POSITIVE YOUTH DEVELOPMENT ORGANIZATION WITH A SINGULAR FOCUS-STRENGTHENING THE ABILITY OF TEEN WOMEN TO IDENTIFY, EMBRACE, AND ACHIEVE THEIR ACADEMIC, CAREER, AND LIFE GOALS DRAWING ON A 125-YEAR HISTORY OF WORKING WITH TEEN WOMEN, CSGW DEVELOPS AND DELIVERS COMPREHENSIVE, SCIENCE-BASED PROGRAMS THAT HAVE PRODUCED MEASURABLE RESULTS IN (1) IMPROVING LIFE, WORKFORCE, AND LEADERSHIP SKILLS, (2) PREVENTING TEEN PREGNANCY, STI, AND HIV, AND (3) PREPARING TEENS FOR COLLEGE AND MEANINGFUL CAREERS.",8,8,9,39,0,351422,356483,562042,94917,111721,0,0,649831,1030246,0,0,0,338983,567366,0,77309,297622,390232,636605,957598,13226,72648,2009436,2017277,568218,520055,1441218,1497222
0,Dance Place,2018,"FOUNDED IN 1980, DANCE PLACE BUILDS A COMMUNITY OF ARTISTS, AUDIENCES, AND STUDENTS. THIS IS ACCOMPLISHED THROUGH HIGH QUALITY PERFORMANCES, COMMISSIONS, TRAINING AND EDUCATIONAL PROGRAMS. WE ARE COMMITTED TO ENRICHING THE FIELD OF DANCE LOCALLY, NATIONALLY AND INTERNATIONALLY. OUR THRIVING ARTS CAMPUS SERVES AS AN ANCHOR IN THE DEVELOPMENT OF OUR BROOKLAND/EDGEWOOD NEIGHBORHOOD IN WASHINGTON, DC.",18,17,30,56,3360,1312698,1475448,594067,725,528,-5655,-17738,1854890,2052305,0,0,0,818963,852075,0,175501,941479,1006944,1760442,1859019,94448,193286,4779191,4888601,610297,526421,4168894,4362180
0,Dance Place,2017,"FOUNDED IN 1980, DANCE PLACE BUILDS A COMMUNITY OF ARTISTS, AUDIENCES, AND STUDENTS. THIS IS ACCOMPLISHED THROUGH HIGH QUALITY PERFORMANCES, COMMISSIONS, TRAINING AND EDUCATIONAL PROGRAMS. WE ARE COMMITTED TO ENRICHING THE FIELD OF DANCE LOCALLY, NATIONALLY AND INTERNATIONALLY. OUR THRIVING ARTS CAMPUS SERVES AS AN ANCHOR IN THE DEVELOPMENT OF OUR BROOKLAND/EDGEWOOD NEIGHBORHOOD IN WASHINGTON, DC.",17,16,26,50,3220,2324654,1312698,547122,472,725,4337,-5655,2811819,1854890,0,0,0,760387,818963,0,161475,976969,941479,1737356,1760442,1074463,94448,4831235,4779191,756789,610297,4074446,4168894
0,Dance Place,2016,"FOUNDED IN 1980, DANCE PLACE BUILDS A COMMUNITY OF ARTISTS, AUDIENCES AND STUDENTS THROUGH HIGH QUALITY PERFORMANCE, COMMISSIONS, TRAINING AND EDUCATIONAL PROGRAMS. WE ARE COMMITTED TO ENRICHING THE FIELD OF DANCE LOCALLY, NATIONALLY AND INTERNATIONALLY.",15,13,20,40,0,1543346,2988577,416961,HEADERFILL-NULL,0,24857,44528,1974250,3450066,HEADERFILL-NULL,0,0,695082,705859,0,249586,971403,972032,1666485,1677891,307765,1772175,3153636,4368380,159545,1346492,2994091,3021888
0,DC Creative Writing Workshop,2018,"THE DCCWW, BASED IN THE CONGRESS HEIGHTS NEIGHBORHOOD OF SOUTHEAST D.C., UNITES PARENTS, TEACHERS AND PROFESSIONAL WRITERS-IN-RESIDENCE TO TRANSFORM THE LIVES OF YOUTH THROUGH SELF-EXPRESSION AND THE POWER OF THE WRITTEN WORD.",6,6,8,5,3838,158740,149810,150,4391,3838,HEADERFILL-NULL,0,163281,153798,HEADERFILL-NULL,0,0,119596,148204,0,0,34710,37508,154306,185712,8975,-31914,161176,131226,2723,5083,158453,126143
0,DC Creative Writing Workshop,2017,"THE DCCWW, BASED IN THE CONGRESS HEIGHTS NEIGHBORHOOD OF SOUTHEAST D.C., UNITES PARENTS, TEACHERS AND PROFESSIONAL WRITERS-IN-RESIDENCE TO TRANSFORM THE LIVES OF YOUTH THROUGH SELF-EXPRESSION AND THE POWER OF THE WRITTEN WORD.",6,6,8,5,0,190097,158740,150,1583,4391,HEADERFILL-NULL,0,191845,163281,HEADERFILL-NULL,0,0,113446,119596,0,0,37784,34710,151230,154306,40615,8975,147852,161176,5091,2723,142761,158453
0,DC Creative Writing Workshop,2016,"THE DCCWW, BASED IN THE CONGRESS HEIGHTS NEIGHBORHOOD OF SOUTHEAST D.C., UNITES PARENTS, TEACHERS AND PROFESSIONAL WRITERS-IN-RESIDENCE TO TRANSFORM THE LIVES OF YOUTH THROUGH SELF-EXPRESSION AND THE POWER OF THE WRITTEN WORD.",6,6,10,5,0,168005,190097,165,203,1583,HEADERFILL-NULL,0,168208,191845,HEADERFILL-NULL,0,0,82804,113446,0,0,34067,37784,116871,151230,51337,40615,107988,147852,4592,5091,103396,142761
0,DC Scores,2016,"DC SCORES builds teams through after-school programs for 1,500 low-income DC youth at 47 schools by instilling self-expression, physical fitness, and a sense of community.",21,21,23,422,0,1200347,1328317,161003,357,119,756,2870,1803072,1492309,0,0,0,847293,963289,0,242673,989864,799707,1858157,1762996,-55085,-270687,804882,533611,50203,46308,754679,487303
0,DC Scores,2015,"DC SCORES builds teams through after-school programs for 1,500 low-income DC youth at 47 schools by instilling self-expression, physical fitness, and a sense of community.",19,19,19,323,0,1951097,1200347,601612,0,357,0,756,1984954,1803072,0,0,0,791492,847293,21000,269826,781272,989864,1597529,1858157,387425,-55085,849804,804882,40040,50203,809764,754679
0,DC Youth Orchestra Program,2017,"THE MISSION OF DC YOUTH ORCHESTRA PROGRAM (DCYOP) IS ""MUSIC FOR YOUNG PEOPLE; ACHIEVEMENT FOR LIFE."" ITS GOALS ARE TO PROVIDE AFFORDABLE, ACCESSIBLE, QUALITY MUSIC INSTRUCTION AND PERFORMANCE OPPORTUNITIES FOR YOUNG PEOPLE IN THE DC AREA, TO DEVELOP A YOUTH ORCHESTRA CAPABLE OF COMPETING SUCCESSFULLY AT THE NATIONAL AND (CONTINUED ON SCHEDULE O)",8,8,9,100,0,555907,822397,341127,1077,802,15384,15040,911101,1179366,61507,52490,0,421986,442427,0,47016,350137,412250,833630,907167,77471,272199,424824,766721,66908,131816,357916,634905
0,DC Youth Orchestra Program,2016,"THE MISSION OF DC YOUTH ORCHESTRA PROGRAM (DCYOP) IS ""MUSIC FOR YOUNG PEOPLE; ACHIEVEMENT FOR LIFE."" ITS GOALS ARE TO PROVIDE AFFORDABLE, ACCESSIBLE, QUALITY MUSIC INSTRUCTION AND PERFORMANCE OPPORTUNITIES FOR YOUNG PEOPLE IN THE DC AREA, TO DEVELOP A YOUTH ORCHESTRA CAPABLE OF COMPETING SUCCESSFULLY AT THE NATIONAL AND (CONTINUED ON SCHEDULE O)",7,7,9,100,0,385032,555907,338733,HEADERFILL-NULL,1077,2007,15384,737681,911101,HEADERFILL-NULL,61507,0,355096,421986,0,33565,412109,350137,767205,833630,-29524,77471,353098,424824,73940,66908,279158,357916
0,DC Youth Orchestra Program,2015,THE DCYOP PROVIDES INSTRUMENTAL MUSIC EDUCATION TO STUDENTS (AGES 4.5 TO 18) THROUGH CLASSROOM AND ENSEMBLE PARTICIPATION.,7,6,7,100,0,304143,385032,350642,0,0,11175,2007,666991,737681,0,0,0,337397,355096,0,4485,322543,412109,659940,767205,7051,-29524,362054,353098,62412,73940,299642,279158
0,Field of Dreams,2018,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,39398,42314
0,Field of Dreams,2018,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,39398,42314
0,Field of Dreams,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,21978,8177
0,Field of Dreams,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,21978,8177
0,Field of Dreams,2016,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,51341,43811
0,Field of Dreams,2016,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,51341,43811
0,Field of Dreams,2015,"BREVARD COUNTY FIELD OF DREAMS, INC. IS A COUNTY-WIDE, VOLUNTEER-DRIVEN ORGANIZATION THAT IS COMMITTED TO CREATING ENJOYMENT, A HEIGHTENED SENSE OF WORTH AND INCLUSION FOR CHILDREN WITH SPECIAL NEEDS, THROUGH SPORTS PROGRAMS AND BUILDING A UNIQUE, ALL-ACCESS, MULTI-SPORT PARK IN WEST MELBOURNE, FLORIDA.",15,15,0,HEADERFILL-NULL,0,HEADERFILL-NULL,223580,0,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,223580,HEADERFILL-NULL,0,0,HEADERFILL-NULL,0,0,0,HEADERFILL-NULL,23900,HEADERFILL-NULL,23900,HEADERFILL-NULL,199680,9286,198966,10000,0,-714,198966
0,Field of Dreams,2015,"BREVARD COUNTY FIELD OF DREAMS, INC. IS A COUNTY-WIDE, VOLUNTEER-DRIVEN ORGANIZATION THAT IS COMMITTED TO CREATING ENJOYMENT, A HEIGHTENED SENSE OF WORTH AND INCLUSION FOR CHILDREN WITH SPECIAL NEEDS, THROUGH SPORTS PROGRAMS AND BUILDING A UNIQUE, ALL-ACCESS, MULTI-SPORT PARK IN WEST MELBOURNE, FLORIDA.",15,15,0,HEADERFILL-NULL,0,HEADERFILL-NULL,223580,0,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,223580,HEADERFILL-NULL,0,0,HEADERFILL-NULL,0,0,0,HEADERFILL-NULL,23900,HEADERFILL-NULL,23900,HEADERFILL-NULL,199680,9286,198966,10000,0,-714,198966
0,Fishing School,2018,"To prepare elementary and middle school youth for success in high school and life by improving their academic performance and life skills; and engaging them and their parents in intensive, multi-year, and research-based out-of-school time and parental engagement programs.",13,13,74,45,0,1362818,1230524,120222,34,20,205775,-36835,1568627,1313931,HEADERFILL-NULL,0,0,1032278,1009793,0,163643,528044,314977,1560322,1324770,8305,-10839,2139744,2247387,137731,256213,2002013,1991174
0,Fishing School,2017,"The Fishing School (TFS) is a nonprofit serving the Washington,DC communities most in need. Our mission is to prepare elementary and middle school youth for success in high school and life by improving their academic performance and life skills; and engaging them and their parents in intensive, multi-year, and research-based out-of-school time and parental engagement programs and activities.",12,12,16,30,0,1306876,1362818,0,122,34,280656,205775,1587654,1568627,HEADERFILL-NULL,0,0,736929,1032278,0,156945,925627,528044,1662556,1560322,-74902,8305,2196125,2139744,202417,137731,1993708,2002013
0,Fishing School,2016,"The Fishing School prepares public school elementary and middle school youth for success in high school and life by improving their academic performance and life skills; engaging them and their parents in intensive, multi- year, and research-based out-of-school time and parental engagement programs and activities.",9,9,46,30,0,1263365,1306876,0,122,122,103006,280656,1366493,1587654,HEADERFILL-NULL,0,0,657978,736929,0,166535,780007,925627,1437985,1662556,-71492,-74902,2131284,2196125,62673,202417,2068611,1993708
0,Fishing School,2015,"The Fishing School prepares public school elementary and middle school youth for success in high school and life by improving their academic performance and life skills; engaging them and their parents in intensive, multi- year, and research-based out-of-school time and parental engagement programs and activities.",10,10,16,25,57067,1166398,1263365,0,150,122,101311,103006,1267859,1366493,HEADERFILL-NULL,0,0,613638,657978,0,119397,643209,780007,1256847,1437985,11012,-71492,2197378,2131284,57275,62673,2140103,2068611
0,Friends of Fort Dupont Ice Arena,2017,"FDIA provides opportunity, education, and inspiration to young people in DC area through ice skating & educational activities. Activities include public skating, lessons, and availability of facilities for teams and schools. FDIA provides a safe place for young people with structured activities.",16,16,23,300,-1544,369840,400476,575615,HEADERFILL-NULL,0,12254,21601,955460,997692,HEADERFILL-NULL,0,0,507339,571124,8776,118880,465523,496848,980302,1076748,-24842,-79056,1091937,1069389,50113,106621,1041824,962768
0,Friends of Fort Dupont Ice Arena,2016,"FDIA provides opportunity, education, and inspiration to young people in DC area through ice skating & educational activities. Activities include public skating, lessons, and availability of facilities for teams and schools. FDIA provides a safe place for young people with structured activities.",15,15,22,250,-1694,289795,369840,573366,HEADERFILL-NULL,0,12249,12254,847758,955460,HEADERFILL-NULL,0,0,493109,507339,7440,115484,449902,465523,952291,980302,-104533,-24842,1124722,1091937,58056,50113,1066666,1041824
0,Friends of Fort Dupont Ice Arena,2015,"FDIA provides opportunity, education, and inspiration to young people in DC area through ice skating & educational activities. Activities include public skating, lessons, and availability of facilities for teams and schools. FDIA provides a safe place for young people with structured activities.",17,17,25,250,987,373650,289795,545714,HEADERFILL-NULL,0,6690,12249,899588,847758,HEADERFILL-NULL,0,0,465668,493109,9280,113967,410511,449902,885039,952291,14549,-104533,1198601,1124722,27402,58056,1171199,1066666
0,Friends of Kenilworth Aquatic Gardens,2018,"FKAG was established to connect people to the park through volunteer service, education and recreation. FKAG encourages public discovery of the park through community events, volunteer activties, and educational programs for youth. FKAG also",9,9,2,250,0,77355,72377,147691,HEADERFILL-NULL,0,486,616,77841,220684,HEADERFILL-NULL,0,0,HEADERFILL-NULL,68054,0,4386,HEADERFILL-NULL,158155,HEADERFILL-NULL,226209,77841,-5525,56940,81057,3821,32671,53119,48386
0,Friends of Kenilworth Aquatic Gardens,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,29157,53119
0,Future Project,2017,"BETTER FUTURE PROJECT WORKS TO BUILD A POWERFUL GRASSROOTS MOVEMENT TO ADDRESS THE CLIMATE CRISIS AND ADVANCE A RAPID AND RESPONSIBLE TRANSITION BEYOND FOSSIL FUELS. WE EDUCATE THE PUBLIC ABOUT CLIMATE CHANGE, EMPOWER NEW LEADERS, AND HELP CITIZENS TO MAKE THEIR VOICES HEARD.",10,10,15,702,0,475549,747705,0,0,228,2014,1105,477563,749038,0,0,0,222532,344056,0,56744,137217,90343,359749,434399,117814,314639,117814,444044,0,11591,117814,432453
