,AAA Organization Name,AAA Year Found,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,cytotalproffndrsngexpnsamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Learning Tree,2016,THE PROGRAM ALLOWS FOR STRUCTURED LEARNING ENVIRONMENT WHILE UTILIZING A SPIRITUAL CURRICULUM WITH THE CHILDREN UNDER ITS CARE.,0,0,7,HEADERFILL-NULL,0,HEADERFILL-NULL,20000,227294,3,64,HEADERFILL-NULL,0,153707,247358,HEADERFILL-NULL,0,0,119323,136941,0,0,151440,151485,270763,288426,-117056,-41068,615847,567501,9212,1934,606635,565567
0,Learning Tree,2015,"The Learning Tree provides a safe, healthy, cultural and educational environment for young children while their parents are unable to care for them due to work, disability or other reason. We provide dignity and self-esteem through quality education to children of very low income families.",13,13,46,5,0,558204,486407,836014,7,8,32465,35524,1434587,1357953,7694,3170,0,750073,753969,0,0,733331,573801,1491098,1330940,-56511,27013,9128,33347,HEADERFILL-NULL,0,9128,33347
0,Learning Tree,2015,"The Learning Tree provides a safe, healthy, cultural and educational environment for young children while their parents are unable to care for them due to work, disability or other reason. We provide dignity and self-esteem through quality education to children of very low income families.",13,13,46,5,0,558204,486407,836014,7,8,32465,35524,1434587,1357953,7694,3170,0,750073,753969,0,0,733331,573801,1491098,1330940,-56511,27013,9128,33347,HEADERFILL-NULL,0,9128,33347
0,Life Pieces to Masterpieces,2017,YOUTH DEVELOPMENT PROGRAM FOR BOYS AND YOUNG MEN LIVING IN LOW-INCOME AND PUBLIC HOUSING.,16,15,42,40,0,1180986,1010579,33643,0,0,0,0,1215288,1044222,0,0,0,648787,710656,0,129943,442365,369897,1091152,1080553,124136,-36331,489927,473573,33805,53782,456122,419791
0,Life Pieces to Masterpieces,2015,YOUTH DEVELOPMENT PROGRAM FOR BOYS AND YOUNG MEN LIVING IN LOW-INCOME AND PUBLIC HOUSING.,12,12,41,70,0,1110706,1180986,34302,0,0,-1972,0,1139002,1215288,0,0,0,558392,648787,0,158843,293498,442365,851890,1091152,287112,124136,446384,489927,114398,33805,331986,456122
0,Little Lights Urban Ministries,2017,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",12,11,59,631,0,1210232,1219379,0,1957,4407,34443,38892,1246632,1262678,HEADERFILL-NULL,0,0,644105,757947,0,84446,432256,445114,1076361,1203061,170271,59617,1144289,1141079,228985,166158,915304,974921
0,Little Lights Urban Ministries,2016,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",11,9,39,HEADERFILL-NULL,0,936394,1210232,0,453,1957,48957,34443,985804,1246632,HEADERFILL-NULL,0,0,591297,644105,0,134326,396842,432256,988139,1076361,-2335,170271,899516,1144289,154483,228985,745033,915304
0,Little Lights Urban Ministries,2015,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",11,9,55,530,0,882515,936394,0,287,453,35915,48957,918717,985804,HEADERFILL-NULL,0,0,499709,591297,0,134765,423650,396842,923359,988139,-4642,-2335,942208,899516,194840,154483,747368,745033
0,Luma Lab,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,315017,290724
0,Luma Lab,2016,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,335414,315017
0,Luma Lab,2015,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,313993,335414
0,Multicultural Career Intern Program,2017,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDERSERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",12,12,28,HEADERFILL-NULL,0,1455663,1788594,607954,2131,41998,HEADERFILL-NULL,20288,2008079,2458834,79000,82000,0,985806,1139192,0,10060,1039479,1421414,2104285,2642606,-96206,-183772,1154325,1063886,525399,618732,628926,445154
0,Multicultural Career Intern Program,2016,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDERSERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",17,17,26,HEADERFILL-NULL,0,1856110,1455663,550285,-465,2131,33951,0,2255515,2008079,79000,79000,0,962566,985806,0,2972,1071702,1039479,2113268,2104285,142247,-96206,1430385,1154325,705253,525399,725132,628926
0,Multicultural Career Intern Program,2015,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDER-SERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",17,17,28,0,0,1707903,1856110,365919,7380,-465,116925,33951,1963636,2255515,97100,79000,0,1037144,962566,0,12093,1039432,1071702,2173676,2113268,-210040,142247,1068044,1430385,485159,705253,582885,725132
0,Musicianship,2018,"The MusicianShips mission is to change lives by facilitating music lessons, experiences, and opportunities for people who need us most.",9,9,1,HEADERFILL-NULL,0,202114,220686,3137,HEADERFILL-NULL,0,HEADERFILL-NULL,0,208756,223823,HEADERFILL-NULL,0,0,25431,36006,0,24654,146627,191048,172058,227054,36698,-3231,54750,57723,7614,13818,47136,43905
0,Musicianship,2017,"The MusicianShips mission is to change lives by facilitating music lessons, experiences, and opportunities for people who need us most.",7,7,1,HEADERFILL-NULL,0,HEADERFILL-NULL,202114,6642,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,208756,HEADERFILL-NULL,0,0,HEADERFILL-NULL,25431,0,29845,HEADERFILL-NULL,146627,HEADERFILL-NULL,172058,HEADERFILL-NULL,36698,HEADERFILL-NULL,54750,HEADERFILL-NULL,7614,HEADERFILL-NULL,47136
0,National Center for Children and Families,2018,"See Schedule OTHE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",20,20,224,2607,0,5415698,5852705,17398633,23424,83362,411974,95727,26560421,23430427,0,0,0,11915933,12017848,0,596420,14622669,11788021,26538602,23805869,21819,-375442,19101596,19287908,9098010,9682363,10003586,9605545
0,National Center for Children and Families,2017,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",18,18,237,1533,0,4190714,5415698,20709325,33201,23424,278487,411974,22568639,26560421,0,0,0,11026077,11915933,0,575920,11529250,14622669,22555327,26538602,13312,21819,18996284,19101596,9009985,9098010,9986299,10003586
0,National Center for Children and Families,2016,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",18,18,228,1543,0,5286599,4190714,18066237,21500,33201,74200,278487,20269413,22568639,0,0,0,9742091,11026077,0,761182,10488507,11529250,20230598,22555327,38815,13312,14817342,18996284,4829645,9009985,9987697,9986299
0,National Center for Children and Families,2015,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",20,20,219,1523,0,3869994,5286599,14887114,1334,21500,98703,74200,17727689,20269413,0,0,0,8681401,9742091,0,528582,9236477,10448507,17917878,20190598,-190189,78815,15414961,14817342,5536016,4829645,9878945,9987697
0,National Organization of Concerned Black Men,2017,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,2831272,1687251,0,HEADERFILL-NULL,0,63,0,2831335,1687251,HEADERFILL-NULL,0,0,1804778,966393,0,9570,932955,794259,2737733,1760652,93602,-73401,137743,118425,280442,334525,-142699,-216100
0,National Organization of Concerned Black Men,2016,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,2748172,2831272,0,HEADERFILL-NULL,0,HEADERFILL-NULL,63,2748172,2831335,HEADERFILL-NULL,0,0,1688674,1804778,0,3866,1019524,932955,2708198,2737733,39974,93602,203133,137743,439434,280442,-236301,-142699
0,National Organization of Concerned Black Men,2015,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES, POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,2346695,2748172,0,HEADERFILL-NULL,0,3879,0,2350574,2748172,HEADERFILL-NULL,0,0,1506683,1688674,0,0,813010,1019524,2319693,2708198,30881,39974,251896,203133,222491,439434,29405,-236301
0,Nationals Youth Baseball Academy,2017,"TO USE BASEBALL AND SOFTBALL AS VEHICLES TO FOSTER POSITIVE CHARACTER DEVELOPMENT, ACADEMIC ACHIEVEMENT,AND IMPROVED HEALTH AMONG YOUTH FROM UNDERSERVED COMMUNITIES IN D.C.",17,17,0,350,0,1217270,1460105,0,0,323,32287,46886,1249557,1507314,0,0,0,623643,1013335,0,212197,2206256,2290944,2829899,3304279,-1580342,-1796965,19161114,17003737,1746016,1450160,17415098,15553577
0,Nationals Youth Baseball Academy,2016,"TO USE BASEBALL AND SOFTBALL AS VEHICLES TO FOSTER POSITIVE CHARACTER DEVELOPMENT, ACADEMIC ACHIEVEMENT,AND IMPROVED HEALTH AMONG YOUTH FROM UNDERSERVED COMMUNITIES IN D.C.",17,17,0,250,0,13609762,1217270,0,0,0,0,32287,13609762,1249557,0,0,0,129992,623643,0,232611,331682,2206256,461674,2829899,13148088,-1580342,20626108,19161114,1646440,1746016,18979668,17415098
0,New Community for Children,2016,"TO EMPOWER CHILDREN THROUGH EDUCATIONAL, CULTURAL, AND SPIRITUAL ENRICHMENT. TOWARD THAT END, NCFC WORKS WITH PARENTS, TEACHERS, THE COMMUNITY, AND OTHER SOCIAL SERVICE ORGANIZATIONS IN WASHINGTON DC TO ADDRESS THE COMPREHENSIVE EDUCATIONAL NEEDS OF CHILDREN. NCFC PREPARES STUDENTS TO BECOME RESPONSIBLE AND PRODUCTIVE ADULTS WHO, IN TURN, WILL GIVE THEIR TIME AND TALENTS BACK TO THEIR COMMUNITIES.",7,4,14,40,0,564619,491755,1350,0,0,0,0,572160,493105,62927,125184,0,302423,231566,0,150,222446,190711,587796,547461,-15636,-54356,311818,350945,83315,176798,228503,174147
0,New Community for Children,2015,"TO EMPOWER CHILDREN THROUGH EDUCATIONAL, CULTURAL, AND SPIRITUAL ENRICHMENT. TOWARD THAT END, NCFC WORKS WITH PARENTS, TEACHERS, THE COMMUNITY, AND OTHER SOCIAL SERVICE ORGANIZATIONS IN WASHINGTON DC TO ADDRESS THE COMPREHENSIVE EDUCATIONAL NEEDS OF CHILDREN. NCFC PREPARES STUDENTS TO BECOME RESPONSIBLE AND PRODUCTIVE ADULTS WHO, IN TURN, WILL GIVE THEIR TIME AND TALENTS BACK TO THEIR COMMUNITIES.",11,9,16,40,0,658435,564619,7541,0,0,0,0,668936,572160,74975,62927,0,343848,302423,0,0,158528,222446,592351,587796,76585,-15636,329683,311818,85544,83315,244139,228503
0,Planned Parenthood of Metropolitan Washington,2017,"SEE PART III, LINE 1.",24,24,103,75,0,6376498,6080535,4193921,4310449,87698,-43231,-90123,15573221,10272031,0,0,0,4483569,4160351,104886,705666,4868866,4720599,9406082,8985836,6167139,1286195,25714274,28602842,4942878,6035043,20771396,22567799
0,Planned Parenthood of Metropolitan Washington,2016,"SEE PART III, LINE 1.",18,18,108,48,0,9813493,6376498,4929505,45864,4310449,-44814,-43231,13836469,15573221,15000,0,0,4821684,4483569,53647,858220,4218122,4868866,9140367,9406082,4696102,6167139,18227073,25714274,3344785,4942878,14882288,20771396
0,Planned Parenthood of Metropolitan Washington,2015,"SEE PART III, LINE 1.",21,21,119,60,0,10559843,9813493,4021926,30676,45864,-64563,-44814,14939048,13836469,0,15000,0,4567870,4821684,85561,788826,3894227,4218122,8553460,9140367,6385588,4696102,11659620,18227073,1630853,3344785,10028767,14882288
0,Play Footy,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,37211
0,Project Create,2018,"Project Create provides accessible arts education to promote positive development in children, youth and families experiencing homelessness and poverty.",8,8,4,25,0,365198,295365,27950,23,23,HEADERFILL-NULL,2165,381921,325503,HEADERFILL-NULL,0,0,295596,231494,0,22866,335879,229200,631475,460694,-249554,-135191,290171,240536,15391,29062,274780,211474
0,Reading Partners,2017,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,11,11,859,13500,0,20268997,20342270,4167968,76,250,13943,10899,23592549,24521387,0,0,0,16702367,22015581,0,2741382,3543371,4752219,20245738,26767800,3346811,-2246413,9561718,10593050,1550291,5369733,8011427,5223317
0,Reading Partners,2016,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,12,12,680,12000,0,15812008,20268997,3309533,287,76,20166,13943,18360158,23592549,0,0,0,13336197,16702367,0,2349180,3725640,3543371,17061837,20245738,1298321,3346811,5913874,9561718,1330031,1550291,4583843,8011427
0,Reading Partners,2015,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,12,12,515,12000,0,11316282,15812008,2527697,1575,287,-23710,20166,12876814,18360158,0,0,0,9205541,13336197,0,1949588,2281806,3725640,11487347,17061837,1389467,1298321,4407864,5913874,1150683,1330031,3257181,4583843
0,Recreation Wish List Committee,2017,IMPROVING RECREATIONAL FACILITIES AND EDUCATIONAL PROGRAMS FOR DC CHILDREN & TEENS.,16,15,14,0,0,864916,553011,0,1176,773,-198550,0,667542,553784,0,0,0,169803,228463,15000,137677,254996,420614,424799,664077,242743,-110293,655670,447866,38607,14578,617063,433288
0,Recreation Wish List Committee,2016,IMPROVING RECREATIONAL FACILITIES AND EDUCATIONAL PROGRAMS FOR DC CHILDREN & TEENS.,15,14,2,0,0,261672,864916,0,2605,1176,57340,-198550,321617,667542,0,0,0,169166,169803,0,132634,197679,254996,366845,424799,-45228,242743,391847,655670,15463,38607,376384,617063
0,Shaw Community Center,2017,"To enhance the lives and expand the opportunities of children, youth, and adults of the Shaw community in Washington, D.C. SCM offers education, youth leadership development, and life skills programming to low income children and youth.",8,8,8,50,0,368757,358134,0,HEADERFILL-NULL,0,2267,3139,371024,361273,11000,19050,0,237405,241085,0,26057,120444,179023,368849,439158,2175,-77885,149577,79743,11331,19382,138246,60361
0,Sitar Arts Center,2018,"SITAR ARTS CENTER'S MISSION IS TO OFFER POSSIBILITIES THAT TRANSFORM THE LIVES OF CHILDREN AND TEENS BORN INTO A WORLD OF UNEQUAL ACCESS TO OPPORTUNITY. WE ACHIEVE THE MISSION BY ENGAGING CHILDREN AND TEENS IN THE HIGHEST QUALITY VISUAL, PERFORMING AND DIGITAL ARTS PROGRAMMING. WE TEACH THE ARTS SO THAT OUR STUDENTS LEARN ABOUT THEMSELVES AND GAIN CRITICAL LIFE SKILLS. WE CREATE COMMUNITY FOR STUDENTS AND THEIR FAMILIES AND WE ARE AN UNTIRING VOICE ON THEIR BEHALF.",18,17,24,300,0,2220520,2053902,128743,-212,4306,-38669,-66977,2296000,2119974,HEADERFILL-NULL,0,0,952516,1015649,0,253294,896981,898718,1849497,1914367,446503,205607,8273444,8504185,3849876,3865685,4423568,4638500
0,Sitar Arts Center,2017,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",20,19,23,300,0,1871086,2220520,114361,-3651,-212,-21136,-38669,1941498,2296000,0,0,0,850619,952516,0,264362,783808,896981,1634427,1849497,307071,446503,7392157,8273444,3416390,3849876,3975767,4423568
0,Sitar Arts Center,2016,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",24,23,28,300,0,2507774,1871086,95199,471,-3651,-15687,-21136,2596369,1941498,0,0,0,832146,850619,0,241194,757642,783808,1589788,1634427,1006581,307071,7644473,7392157,3975746,3416390,3668727,3975767
0,Sitar Arts Center,2015,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",23,22,14,300,0,1433944,2507774,103811,548,471,-25998,-15687,1507995,2596369,0,0,0,710309,832146,0,192362,706087,757642,1416396,1589788,91599,1006581,6713815,7644473,4051669,3975746,2662146,3668727
0,Split This Rock,2018,Split this Rock calls poets to a greater role in public life and fosters a national network of socially engaged poets.,8,8,6,70,0,289374,297345,52975,99,42,0,0,362723,350362,0,0,0,191709,202100,0,23249,244137,156119,435846,358219,-73123,-7857,23612,16335,75,655,23537,15680
0,Split This Rock,2017,Split this Rock calls poets to a greater role in public life and fosters a national network of socially engaged poets.,6,6,5,130,0,296090,289374,73250,75,99,0,0,349587,362723,0,0,0,154720,191709,0,25607,126128,244137,280848,435846,68739,-73123,106385,23612,9725,75,96660,23537
0,Split This Rock,2016,SPLIT THIS ROCK CALLS POETS TO A GREATER ROLE IN PUBLIC LIFE AND FOSTERS A NATIONAL NETWORK OF SOCIALLY ENGAGED POETS.,7,7,4,30,0,209720,296090,53422,201,75,0,0,281552,349587,0,0,0,187114,154720,0,22466,164384,126128,351498,280848,-69946,68739,27921,106385,0,9725,27921,96660
0,Springboard,2018,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,15131,15131
0,Springboard,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,4428,-5465
